query,intent,processed_text
能告诉我2021年公司的盈利情况吗,sql,告诉 2021 年 公司 盈利 情况
计算国际业务部门2022年的投资回报率,sql,计算 国际 业务部门 2022 年 投资 回报率
公司数据分析部门的男女比例是多少,sql,公司 数据分析 部门 男女比例啊
如何申请公司的学习资源,rag,申请 公司 学习 资源
如何获取公司的品牌资源和素材,sql,获取 公司 品牌 资源 素材
公司的员工心理健康支持项目有哪些,rag,公司 员工 心理健康 支持 项目呢
如何获取公司的品牌标识使用指南,sql,公司 获取 品牌 标识 使用指南
公司的试用期政策是什么,rag,公司 试用期 政策
如何获取公司的产品折扣,sql,获取 公司 产品 折扣
公司各部门的人数分布情况是怎样的,sql,公司 各 部门 人数 分布 情况
公司的远程工作政策是怎样的,sql,公司 远程 工作 政策
如何申请在家办公,rag,申请 在家 办公
查一下供应链部门2020年新招聘了多少人,sql,查 一下 供应链 部门 2020 年 新 招聘 人
公司的使命和愿景是什么,rag,想了解 公司 使命 愿景
客户服务部门的平均工资是多少,sql,客户服务 部门 平均工资
公司各部门的人数分布情况是怎样的,sql,公司 各 部门 人数 分布 情况
如何获取公司的品牌标识使用指南,sql,获取 公司 品牌 标识 使用指南
如何参加公司组织的培训课程,rag,参加 公司 组织 培训 课程
公司2023年的员工离职率是多少,sql,2023 公司 年 员工 离职 率
如何参与公司的社会责任项目,rag,参与 公司 社会 责任 项目
计算供应链部门2020年的投资回报率,sql,计算 供应链 部门 2020 年 投资 回报率
如何使用公司的打印机和复印机,sql,使用 公司 打印机 复印机
如何使用公司的打印机扫描功能,rag,使用 公司 打印机 扫描 功能的
帮我看看研发部门2018年的员工数量变化,sql,帮 看看 研发部门 2018 年 员工 数量 变化
公司的知识产权保护政策是什么,rag,公司 知识产权 保护 政策
公司的IT支持电话是多少,rag,公司 IT 支持 电话
公司的餐厅营业时间是什么时候,sql,希望 公司 餐厅 营业时间 时候的
公司的休假政策是什么,rag,公司 休假 政策
公司的创始人是谁,rag,公司 创始人 谁
公司的使命和愿景是什么,rag,告诉我 公司 使命 愿景
我想了解公司的晋升通道,sql,了解 公司 晋升 通道
公司的环保政策有哪些内容,sql,公司 环保 政策 内容
我想了解一下法务部门的人员结构,sql,了解 一下 法务 人员 部门 结构
公司的VPN如何连接,rag,公司 VPN 连接呀
查询公司2020年不同产品线的销售占比,sql,查询 公司 2020 年 不同 产品线 销售 占 比了
如何使用公司的会议预订系统,sql,使用 公司 会议 预订 系统
公司采购部门的男女比例是多少,sql,公司 采购 部门 男女比例呀
如何使用公司的会议预订系统,sql,公司 使用 会议 预订 系统啊
公司的加班补偿政策是什么,sql,公司 加班 补偿 政策啊
如何使用公司的电子签名系统,rag,使用 公司 电子签名 系统
如何使用公司的内部知识库,rag,如何 使用 公司 内部 知识库？
公司的知识产权保护政策是什么,sql,帮我 公司 知识产权 保护 政策呀
公司的人工客服电话号码是多少,rag,公司 人工 客服 电话号码
公司的员工手册在哪里可以找到,sql,请 公司 员工 手册 哪里 找到了
公司安全部门的绩效最高的员工是谁,sql,公司 安全部门 绩效 最高 员工 谁？
分析采购部门2019年的绩效考核结果,sql,分析 采购 部门 2019 年 绩效考核 结果
公司的地址在哪里,rag,公司 地址 哪里
我想知道公司的培训体系,sql,知道 公司 培训 体系
我想了解一下公司的企业文化,rag,了解 一下 公司 企业 文化
公司的股票代码是什么,rag,公司 股票代码
供应链部门2020年第四季度的业绩如何,sql,能否 供应链 部门 2020 年 业绩 第四季度的
公司的绩效奖金如何计算,rag,公司 绩效奖金 计算
如何使用公司的会议预订系统,rag,怎样才能 使用 公司 会议 预订 系统吗
公司的员工手册在哪里可以找到,rag,公司 员工 手册 哪里 找到
公司的信息安全培训内容是什么,rag,公司 信息安全 培训 内容
给我统计一下公司各部门的人均薪资,sql,给 统计 一下 公司 各 部门 人均 薪资
分析2024年公司的季度业绩波动,sql,分析 2024 年 公司 季度 业绩 波动
如何申请带薪休假,rag,申请 带薪休假
公司的远程工作政策是怎样的,sql,公司 远程 工作 政策
分析2021年和2021年公司营收的变化趋势,sql,分析 2021 年 2021 年 公司 营收 变化趋势
如何申请公司的内部转账,sql,申请 公司 内部 转账
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
公司的保密协议内容是什么,sql,公司 保密 协议 内容
公司的WiFi密码是多少,sql,公司 WiFi 密码
我想了解一下公司的企业文化,rag,了解 一下 公司 企业 文化
如何参加公司的技术分享会,rag,想了解 参加 公司 技术 分享
公司的工作时间是怎么规定的,rag,公司 工作 时间 规定
公司2019年的税收支出是多少,sql,公司 2019 年 税收 支出
公司数据分析部门的男女比例是多少,sql,公司 数据分析 部门 男女比例
统计信息技术部门2019年各季度的业绩波动,sql,帮我 统计 信息技术 2019 部门 年 各 业绩 波动呀
统计一下研发部门的男女比例,sql,统计 一下 研发部门 男女比例
如何使用公司的健身房设施,rag,使用 公司 健身房 设施
查询公司2018年的产品销量排名,sql,查询 公司 2018 年 产品 销量 排名
财务部门的项目完成率是多少,sql,财务部门 项目 完成率
我想知道公司的培训体系,sql,知道 公司 培训 体系
如何使用公司的云盘系统,rag,使用 公司 云盘 系统
如何申请公司的学习资源,rag,申请 公司 学习 资源
如何申请公司的学习资源,rag,申请 公司 学习 资源
公司的年度体检政策是什么,rag,公司 年度 体检 政策
统计公司2024年各部门的预算使用情况,sql,统计 公司 年 2024 各 部门 预算 使用 情况呀
公司的信息安全培训内容是什么,sql,公司 信息安全 培训 内容
如何使用公司的云盘系统,rag,使用 公司 云盘 系统吗
分析2023年公司的季度业绩波动,sql,分析 2023 年 公司 季度 业绩 波动
如何参与公司的社会责任项目,sql,参与 公司 社会 责任 项目
统计公司各部门的人才流失率,sql,统计 公司 各 部门 人才 流失率
对比顾问和顾问在各部门的薪资差异,sql,对比 顾问 顾问 各 部门 薪资 差异
公司的产品线包括哪些产品,rag,公司 产品线 包括 产品
公司的健康保险政策是什么,rag,公司 健康 保险 政策
公司的技术栈包括哪些内容,sql,帮忙 公司 技术 栈 包括 内容呢
计算公关部门讲师的平均工作年限,sql,请 计算 公关 部门 讲师 平均 工作 年限呢
如何使用公司的共享单车福利,rag,使用 公司 共享 单车 福利
如何使用公司的共享单车福利,rag,如何 使用 公司 共享 单车 福利
如何申请公司提供的教育补贴,sql,申请 公司 提供 教育 补贴
公司的团队建设活动有哪些,rag,公司 团队 建设 活动
如何获取公司的品牌标识使用指南,sql,获取 公司 品牌 标识 使用指南
统计公司2018年的市场份额变化,sql,帮我 统计 公司 2018 市场份额 年 变化
市场营销部门的平均工资是多少,sql,市场营销部 门 平均工资
如何参加公司组织的培训课程,rag,参加 公司 组织 培训 课程
帮我看看研发部门2018年的员工数量变化,sql,帮 看看 研发部门 2018 年 数量 员工 变化
公司的员工手册在哪里可以找到,rag,公司 员工 手册 哪里 找到
公司的IT支持电话是多少,rag,公司 IT 支持 电话
公司的停车场在哪里,rag,公司 停车场 哪里
如何参加公司的技术分享会,sql,能否 参加 公司 技术 分享
对比副总裁和副总裁在各部门的薪资差异,sql,需要 对比 副总裁 副总裁 各 部门 差异吗
给我看看运营部门的组织架构,sql,给 看看 运营 部门 组织 架构
如何申请公司提供的教育补贴,sql,申请 公司 提供 教育 补贴
公司的知识产权保护政策是什么,rag,公司 知识产权 保护 政策
如何参与公司的创新项目,rag,参与 公司 创新 项目
今年的营业收入比去年增长了多少,sql,今年 营业 收入 比 去年 增长
公司采购部门的男女比例是多少,sql,公司 采购 部门 男女比例
如何使用公司的打印机和复印机,rag,使用 公司 打印机 复印机
如何使用公司的打印机和复印机,rag,使用 公司 打印机 复印机
计算信息技术部门2021年的人均加班时长,sql,计算 信息技术 部门 2021 年 人均 加班 时 长
如何向IT部门报告技术问题,rag,IT 部门 报告 技术 问题
如何获取公司的品牌资源和素材,rag,获取 公司 品牌 资源 素材
统计公司2024年的市场份额变化,sql,统计 公司 2024 年 市场份额 变化
公司的服务器维护时间是什么时候,rag,公司 服务器 维护 时间 时候
如何申请公司的学习资源,sql,申请 公司 学习 资源
如何使用公司的快递收发服务,rag,使用 公司 快递 收发 服务
如何参加公司的技术分享会,rag,参加 公司 技术 分享
如何申请调岗,sql,申请 调岗
如何申请在家办公,rag,申请 在家 办公
分析法务部门的年龄结构,sql,分析 法务 部门 年龄结构
公司的保密协议内容是什么,rag,公司 保密 协议 内容
如何申请调岗,sql,帮我 申请 调岗
查询设计部门2018年的人员构成,sql,查询 设计部门 2018 年 人员构成
如何获取公司的品牌标识使用指南,rag,获取 公司 品牌 标识 使用指南
计算采购部门2023年的人均培训时长,sql,帮我 计算 采购 部门 2023 年 人均 培训 时 长
麻烦查一下销售部门总监的绩效如何,sql,查 一下 销售 部门 总监 绩效
公司有哪些福利待遇,rag,公司 福利待遇
如何使用公司的打印机扫描功能,rag,使用 公司 打印机 扫描 功能
能告诉我2020年公司的盈利情况吗,sql,告诉 2020 年 公司 盈利 情况了
公司的IT支持电话是多少,rag,公司 IT 支持 电话
公司的年终奖发放标准是什么,rag,公司 年终奖 发放 标准
公司的服务器维护时间是什么时候,rag,公司 服务器 维护 时间 时候
分析培训发展部门讲师的工作效率,sql,分析 培训 发展 部门 讲师 工作效率
公司的试用期政策是什么,sql,公司 试用期 政策
如何申请调岗,sql,申请 调岗
公司的技术栈包括哪些内容,sql,公司 技术 栈 包括 内容
公司设计部门的男女比例是多少,sql,公司 设计部门 男女比例
公司的员工手册在哪里可以找到,rag,公司 员工 手册 哪里 找到
如何申请调岗,sql,申请 调岗
计算战略规划部门2022年的投资回报率,sql,计算 战略规划 部门 2022 年 投资 回报率
如何重置公司内部系统密码,rag,重置 公司 内部 系统 密码
统计公司2022年各部门的预算使用情况,sql,统计 公司 2022 年 各 部门 预算 使用 情况
我需要知道市场营销部门的预算执行情况,sql,知道 市场营销部 门 预算 执行 情况
我想了解一下公司的企业文化,rag,了解 公司 一下 企业 文化啊
如何预订公司的会议室,rag,预订 公司 会议室？
我需要知道战略规划部门的预算执行情况,sql,知道 战略规划 部门 预算 执行 情况
